Customer_Key,Type,Segment,Recency,Frequency,Monetary,Tenure,Streaming,RFMscore,RFMSscore
12163760,BTC,3,2,2,1,2,3,5,8
12163810,BTB,1,4,2,2,1,1,8,9
12163823,BTC,1,3,1,2,2,1,6,7
12163826,BTC,2,1,3,4,4,2,8,10
12163924,BTC,NA,2,1,1,1,NA,4,NA
12163937,BTC,2,1,3,4,4,1,8,9
12164142,BTC,1,2,1,1,2,1,4,5
12164200,BTC,2,4,4,3,3,3,11,14
12164246,BTC,3,2,2,1,2,4,5,9
12164279,BTB,2,3,3,4,3,4,10,14
12164381,BTC,2,4,4,3,3,1,11,12
12164456,BTC,1,4,2,2,2,1,8,9
12164476,BTC,1,1,1,1,1,2,3,5
12164477,BTC,1,1,1,1,1,3,3,6
12164515,BTS,2,4,3,4,3,3,11,14
12164524,BTC,3,3,4,2,2,3,9,12
12164619,BTC,1,1,1,1,1,1,3,4
12164626,BTC,3,4,2,2,2,3,8,11
12164686,BTB,2,2,3,4,4,2,9,11
12164933,BTC,2,2,3,4,4,1,9,10
12164997,BTC,2,3,4,4,4,3,11,14
12165023,BTC,1,1,3,3,3,1,7,8
12165038,BTC,1,4,1,1,1,2,6,8
12165072,BTS,2,3,4,3,4,4,10,14
12165142,BTC,2,4,4,4,3,3,12,15
12165173,BTC,2,2,3,4,4,1,9,10
12165295,BTC,2,3,3,3,3,1,9,10
12165372,BTC,2,4,4,4,4,3,12,15
12165472,BTC,2,2,3,4,4,2,9,11
12165572,BTB,2,2,4,3,3,2,9,11
12165658,BTC,NA,3,1,1,1,NA,5,NA
12165667,BTC,2,3,3,4,4,4,10,14
12165669,BTC,2,2,3,4,4,1,9,10
12165775,BTC,1,4,3,3,2,1,10,11
12165803,BTS,NA,1,2,2,2,NA,5,NA
12165840,BTC,NA,4,1,1,1,NA,6,NA
12165890,BTB,3,3,4,3,4,1,10,11
12165892,BTC,1,2,1,1,1,2,4,6
12165901,BTS,3,2,1,3,2,4,6,10
12165912,BTC,2,4,4,2,3,1,10,11
12165924,BTC,1,3,3,2,1,1,8,9
12166011,BTB,2,1,3,3,4,2,7,9
12166102,BTC,2,2,4,3,3,1,9,10
12166159,BTC,3,1,1,1,3,2,3,5
12166256,BTC,1,3,1,1,1,2,5,7
12166263,Unknown,NA,3,1,1,1,2,5,7
12166407,BTC,3,1,2,2,3,3,5,8
12166550,BTC,2,2,3,3,3,1,8,9
12166552,BTC,2,4,4,4,3,4,12,16
12166638,BTC,1,4,1,1,1,2,6,8
12166668,Unknown,NA,1,1,1,1,3,3,6
12166708,BTC,2,3,4,4,3,4,11,15
12166709,BTS,NA,2,1,1,1,NA,4,NA
12166747,BTC,NA,3,4,4,4,NA,11,NA
12166766,BTC,3,4,3,1,3,4,8,12
12166789,BTC,1,2,2,2,2,1,6,7
12166906,BTC,2,2,3,4,4,1,9,10
12167008,BTC,1,2,2,3,3,1,7,8
12167017,BTS,3,1,1,2,1,2,4,6
12167038,BTC,3,1,3,2,4,4,6,10
12167050,BTB,2,3,3,4,4,4,10,14
12167077,BTC,2,2,3,4,4,4,9,13
12167085,BTC,3,2,1,2,3,3,5,8
12167090,BTC,2,2,4,4,4,3,10,13
12167164,BTC,1,2,1,1,1,3,4,7
12167191,BTS,1,3,1,1,1,2,5,7
12167208,BTC,2,2,3,4,4,1,9,10
12167255,BTS,3,1,2,3,2,2,6,8
12167259,BTC,1,4,2,1,2,2,7,9
12167281,BTC,NA,1,2,2,4,NA,5,NA
12167315,BTC,2,1,4,1,4,1,6,7
12167457,BTS,1,4,1,1,1,1,6,7
12167532,BTC,3,2,1,2,2,3,5,8
12167578,BTC,1,4,1,1,1,3,6,9
12167612,BTC,NA,3,2,1,1,NA,6,NA
12167623,BTC,2,1,3,4,3,3,8,11
12167629,BTC,1,4,1,1,1,2,6,8
12167682,BTC,3,3,2,1,3,4,6,10
12167736,BTC,3,3,1,2,4,3,6,9
12167784,BTC,1,4,1,2,1,1,7,8
12167840,BTC,NA,1,4,3,3,NA,8,NA
12167897,BTC,2,4,3,4,3,1,11,12
12167899,BTS,1,4,1,2,1,3,7,10
12167985,BTC,2,3,4,4,4,2,11,13
12168035,BTS,3,2,2,1,2,2,5,7
12168050,BTC,1,3,1,1,1,1,5,6
12168176,BTC,1,1,1,1,1,1,3,4
12168190,BTC,2,1,4,4,4,1,9,10
12168204,BTC,2,4,3,4,3,1,11,12
12168235,BTS,1,2,1,1,1,1,4,5
12168257,BTC,1,1,1,1,1,1,3,4
12168336,BTC,1,4,1,3,2,3,8,11
12168337,BTC,2,3,4,4,3,1,11,12
12168426,BTB,3,2,4,4,3,1,10,11
12168463,BTS,2,2,3,4,4,3,9,12
12168476,BTC,3,4,3,3,3,3,10,13
12168514,BTC,NA,1,2,1,1,NA,4,NA
12168533,BTC,1,4,4,1,1,1,9,10
12168546,BTC,3,1,1,3,4,2,5,7
12168561,BTC,3,2,4,3,3,4,9,13
12168592,BTC,2,2,4,4,4,1,10,11
12168611,BTC,3,1,1,2,2,3,4,7
12168632,BTC,2,3,4,3,4,1,10,11
12168676,BTC,2,3,4,3,3,1,10,11
12168819,BTC,1,2,1,1,1,1,4,5
12168845,BTC,2,2,4,3,3,3,9,12
12168864,BTC,1,1,3,3,3,1,7,8
12168883,BTC,1,2,1,2,1,2,5,7
12168898,BTC,1,3,1,2,1,3,6,9
12168973,BTC,3,3,2,2,2,3,7,10
12168992,BTC,3,1,2,3,3,4,6,10
12169031,BTB,2,1,4,4,4,2,9,11
12169041,BTC,3,1,2,2,2,2,5,7
12169047,BTC,2,2,4,4,4,4,10,14
12169060,BTC,2,3,4,4,3,4,11,15
12169062,BTB,3,3,4,4,3,1,11,12
12169128,BTB,2,1,3,3,3,3,7,10
12169293,BTC,2,3,3,4,3,1,10,11
12169297,BTC,2,3,4,4,4,2,11,13
12169335,BTC,1,1,3,2,2,1,6,7
12169375,BTS,3,3,4,1,2,3,8,11
12169377,BTC,2,1,4,3,4,4,8,12
12169489,BTC,2,4,4,4,4,1,12,13
12169525,BTC,1,2,3,2,2,1,7,8
12169544,BTC,3,2,4,3,4,4,9,13
12169671,BTB,3,2,4,4,3,1,10,11
12169946,BTC,2,3,4,4,4,4,11,15
12169953,BTC,1,2,2,2,3,1,6,7
12170019,BTC,3,2,3,3,3,3,8,11
12170159,BTC,3,1,2,2,2,4,5,9
12170186,BTC,3,1,3,1,3,4,5,9
12170248,BTC,2,3,4,4,3,2,11,13
12170332,BTC,2,2,4,4,4,1,10,11
12170357,BTS,2,1,3,4,4,3,8,11
12170391,BTC,2,3,4,3,4,1,10,11
12170418,BTC,2,3,3,4,4,3,10,13
12170457,BTC,3,2,2,3,3,3,7,10
12170487,BTC,1,1,2,3,2,1,6,7
12170491,BTC,2,2,3,3,3,1,8,9
12170503,BTC,3,1,2,2,3,3,5,8
12170532,BTC,2,1,4,4,4,3,9,12
12170581,BTC,1,2,1,1,3,1,4,5
12170616,BTC,2,3,4,4,4,3,11,14
12170666,BTC,NA,1,1,2,2,NA,4,NA
12170700,BTS,2,4,4,2,3,4,10,14
12170745,Unknown,NA,2,2,1,2,2,5,7
12170767,BTC,2,2,4,4,4,1,10,11
12170796,BTC,1,1,1,2,2,1,4,5
12170821,BTB,3,3,3,4,4,1,10,11
12170859,BTC,2,1,4,3,3,1,8,9
12170868,BTC,3,1,2,3,2,3,6,9
12170869,BTS,2,3,4,4,4,4,11,15
12170872,BTC,2,3,4,4,3,1,11,12
12170889,BTS,1,3,1,2,1,1,6,7
12170905,BTC,1,3,2,1,1,2,6,8
12170971,BTC,2,4,4,4,3,1,12,13
12171011,BTC,2,1,4,4,4,2,9,11
12171031,BTC,3,1,3,3,3,4,7,11
12171047,BTC,1,1,1,1,1,1,3,4
12171080,BTB,3,4,3,2,3,1,9,10
12171146,BTC,3,4,2,2,4,3,8,11
12171169,BTC,1,2,2,2,2,1,6,7
12171171,BTC,3,3,3,1,2,3,7,10
12171278,BTC,1,4,4,2,3,1,10,11
12171340,BTC,3,2,3,3,3,3,8,11
12171360,BTC,2,4,3,4,3,1,11,12
12171363,BTC,2,4,3,4,3,1,11,12
12171417,BTC,2,4,4,4,4,1,12,13
12171451,BTC,2,4,4,4,4,2,12,14
12171474,BTC,1,4,4,1,4,2,9,11
12171513,BTC,2,3,3,4,4,1,10,11
12171584,BTB,3,3,3,3,3,1,9,10
12171592,BTC,3,2,4,2,2,4,8,12
12171599,BTC,3,1,1,3,3,4,5,9
12171607,BTB,1,3,3,3,2,3,9,12
12171787,BTC,1,2,2,1,1,1,5,6
12171805,BTB,1,3,1,1,1,3,5,8
12171970,BTC,1,4,2,1,1,1,7,8
12171973,BTC,2,4,3,4,3,1,11,12
12172288,BTC,1,3,1,1,1,2,5,7
12172320,BTC,2,2,3,4,4,1,9,10
12172339,BTC,3,2,1,2,2,4,5,9
12172433,BTC,1,3,1,1,1,1,5,6
12172441,BTB,3,4,4,4,4,1,12,13
12172447,BTC,2,4,4,3,3,2,11,13
12172615,BTC,2,2,4,4,4,3,10,13
12172620,BTC,2,4,4,4,3,1,12,13
12172625,BTC,2,4,3,4,3,3,11,14
12172720,BTC,2,3,4,3,3,4,10,14
12172754,BTC,3,2,2,3,2,3,7,10
12172869,BTC,2,1,4,4,4,1,9,10
12172977,BTC,2,3,4,4,4,1,11,12
12172979,BTC,3,3,3,1,2,3,7,10
12172994,BTC,2,1,4,4,4,4,9,13
12173031,BTS,3,1,1,3,3,4,5,9
12173048,BTC,1,2,2,2,1,2,6,8
12173112,BTC,2,4,3,4,3,1,11,12
12173130,BTC,NA,3,2,3,2,NA,8,NA
12173154,BTS,1,2,1,1,1,2,4,6
12173240,BTC,1,3,1,1,3,2,5,7
12173276,BTC,3,3,4,1,2,2,8,10
12173403,BTC,2,1,3,4,4,1,8,9
12173462,BTB,3,1,4,4,4,1,9,10
12173494,BTC,3,4,1,2,2,4,7,11
12173651,BTC,3,1,1,3,4,1,5,6
12173667,BTC,3,1,2,3,2,3,6,9
12173733,BTC,3,2,3,1,3,3,6,9
12173787,BTC,2,2,3,3,4,2,8,10
12173825,BTC,1,2,1,1,1,3,4,7
12173848,BTC,2,1,4,4,4,1,9,10
12173862,BTC,3,2,1,2,1,3,5,8
12173886,BTC,3,2,2,3,3,4,7,11
12173888,BTC,2,1,3,4,4,1,8,9
12173904,BTC,1,4,2,3,2,1,9,10
12173916,BTC,2,4,4,4,4,1,12,13
12173947,BTC,2,3,4,4,4,1,11,12
12173993,BTC,2,1,4,4,4,4,9,13
12174084,BTC,2,2,3,4,4,3,9,12
12174085,BTB,2,2,3,3,3,3,8,11
12174130,BTC,2,3,3,4,4,1,10,11
12174224,BTC,1,1,4,2,1,2,7,9
12174318,BTS,3,2,1,1,4,3,4,7
12174322,BTB,2,2,4,3,2,3,9,12
12174354,BTC,1,4,2,3,3,1,9,10
12174449,BTC,2,4,4,4,3,1,12,13
12174466,BTC,2,1,4,3,3,1,8,9
12174495,BTS,1,4,1,2,1,3,7,10
12174647,BTB,1,3,1,3,4,2,7,9
12174654,BTC,2,1,3,3,4,1,7,8
12174674,BTC,3,3,2,2,2,3,7,10
12174755,BTC,1,1,1,1,1,3,3,6
12174756,BTC,2,3,3,4,4,1,10,11
12174871,BTC,2,2,4,4,4,2,10,12
12174928,BTS,2,1,3,3,3,2,7,9
12175037,BTC,2,4,4,4,4,1,12,13
12175099,BTB,3,2,4,3,4,1,9,10
12175144,BTS,2,4,4,3,3,1,11,12
12175158,BTC,2,1,4,3,3,2,8,10
12175159,BTC,3,1,2,3,4,3,6,9
12175239,BTS,2,4,4,4,4,1,12,13
12175259,BTC,1,2,2,1,2,2,5,7
12175287,BTC,1,3,1,1,2,3,5,8
12175322,BTS,4,1,3,1,3,1,5,6
12175350,BTC,2,1,4,4,4,3,9,12
12175378,BTC,1,2,2,2,2,1,6,7
12175384,BTC,2,3,3,4,3,1,10,11
12175483,BTC,3,3,2,1,3,3,6,9
12175511,BTC,1,1,2,2,2,1,5,6
12175518,BTC,2,3,3,4,3,1,10,11
12175527,BTC,2,2,4,3,4,3,9,12
12175544,BTB,3,4,3,4,3,1,11,12
12175607,BTS,4,2,4,3,4,1,9,10
12175647,BTB,2,1,2,3,3,3,6,9
12175662,BTC,3,4,3,2,3,3,9,12
12175741,BTC,1,2,2,2,2,1,6,7
12175876,BTC,2,3,3,4,4,4,10,14
12175926,BTC,1,2,1,1,1,2,4,6
12175944,BTC,NA,1,4,2,2,NA,7,NA
12176100,BTB,2,4,3,3,3,2,10,12
12176103,BTC,NA,2,2,1,1,NA,5,NA
12176115,BTC,3,4,3,1,3,4,8,12
12176128,BTC,3,1,4,3,3,3,8,11
12176173,BTC,NA,3,1,2,1,NA,6,NA
12176190,BTC,2,4,3,4,3,4,11,15
12176251,BTC,3,3,3,3,3,3,9,12
12176263,BTC,2,3,4,4,3,1,11,12
12176279,BTS,3,1,3,2,2,3,6,9
12176469,BTC,2,2,3,4,4,1,9,10
12176544,BTC,2,1,2,4,4,1,7,8
12176572,BTC,1,3,4,1,1,3,8,11
12176590,BTS,2,4,4,4,3,4,12,16
12176604,BTS,4,1,3,3,3,1,7,8
12176613,BTC,1,1,1,1,1,3,3,6
12176929,Unknown,NA,3,1,1,1,3,5,8
12176958,BTC,3,3,2,1,1,4,6,10
12176986,BTS,1,4,1,1,1,1,6,7
12177066,BTC,3,2,1,2,2,3,5,8
12177084,BTC,2,3,4,3,2,2,10,12
12177280,BTC,2,2,4,3,3,2,9,11
12177310,BTC,1,3,1,2,1,2,6,8
12177313,BTC,1,3,2,3,3,1,8,9
12177319,BTB,3,3,4,4,4,1,11,12
12177331,BTC,2,4,4,4,3,2,12,14
12177354,BTS,4,3,3,2,2,1,8,9
12177368,BTC,3,1,1,3,3,4,5,9
12177371,BTC,1,1,1,2,1,1,4,5
12177431,BTC,2,2,4,4,4,1,10,11
12177440,Unknown,NA,4,1,1,1,2,6,8
12177448,BTC,2,4,4,4,3,3,12,15
12177467,BTC,2,4,3,4,3,1,11,12
12177535,BTC,3,2,3,2,3,3,7,10
12177568,BTC,1,3,1,1,1,3,5,8
12177717,BTC,2,3,4,3,3,3,10,13
12177791,BTC,1,1,3,1,2,1,5,6
12177928,BTC,3,4,2,3,2,3,9,12
12177959,BTC,2,3,4,4,3,1,11,12
12178003,BTB,2,4,4,3,3,4,11,15
12178065,BTS,4,3,3,2,3,1,8,9
12178157,BTC,NA,1,4,4,4,NA,9,NA
12178171,Unknown,NA,2,2,1,2,3,5,8
12178216,BTC,3,2,4,3,2,4,9,13
12178275,BTC,2,1,4,4,3,2,9,11
12178324,BTC,1,1,2,2,3,1,5,6
12178385,BTB,3,4,4,4,4,2,12,14
12178462,BTS,2,2,3,4,4,3,9,12
12178465,BTC,3,1,1,3,2,4,5,9
12178503,BTC,2,3,4,4,4,2,11,13
12178523,BTC,1,1,1,1,1,3,3,6
12178604,BTS,2,2,3,3,3,1,8,9
12178648,BTS,3,3,2,3,2,2,8,10
12178745,BTC,3,1,2,2,2,3,5,8
12178762,BTC,2,4,4,4,4,3,12,15
12178818,BTC,2,3,4,4,4,1,11,12
12178840,BTS,2,4,4,4,4,4,12,16
12179008,BTC,3,1,2,3,2,4,6,10
12179016,BTC,1,1,1,1,1,2,3,5
12179020,BTC,NA,1,3,2,2,NA,6,NA
12179025,BTC,2,3,4,4,4,4,11,15
12179029,BTC,1,3,1,2,1,1,6,7
12179037,Unknown,NA,1,1,1,1,3,3,6
12179095,BTC,3,1,3,2,1,3,6,9
12179132,BTC,1,2,2,1,2,1,5,6
12179144,BTC,3,1,2,2,4,3,5,8
12179206,BTC,2,2,4,3,3,4,9,13
12179249,BTC,1,2,1,1,1,3,4,7
12179323,BTC,2,4,4,3,4,1,11,12
12179336,BTC,1,4,1,1,1,1,6,7
12179431,BTC,2,1,3,4,4,4,8,12
12179482,BTC,1,3,3,3,2,1,9,10
12179505,BTC,2,1,4,3,4,1,8,9
12179525,BTC,2,3,4,4,4,4,11,15
12179527,BTC,2,3,4,3,3,4,10,14
12179537,BTC,2,2,4,3,3,1,9,10
12179603,BTS,NA,3,3,2,1,NA,8,NA
12179625,BTS,2,3,3,4,3,4,10,14
12179628,BTC,2,3,4,4,3,1,11,12
12179797,BTC,1,2,1,1,1,2,4,6
12180000,BTB,1,2,2,3,2,1,7,8
12180010,BTS,2,3,3,4,3,1,10,11
12180015,BTC,3,3,2,1,2,4,6,10
12180019,BTC,2,4,3,3,4,4,10,14
12180041,BTC,3,3,4,3,3,4,10,14
12180145,BTC,2,2,3,4,4,1,9,10
12180210,BTC,2,4,4,4,4,1,12,13
12180606,BTC,NA,2,3,4,4,NA,9,NA
12180675,BTI,1,1,3,1,2,3,5,8
12180704,BTC,1,3,1,1,1,3,5,8
12180742,BTS,3,4,2,3,3,4,9,13
12180757,BTC,1,1,1,1,1,3,3,6
12180884,BTC,3,3,2,2,2,4,7,11
12180976,BTC,1,3,2,2,3,1,7,8
12180992,BTC,2,3,3,3,3,3,9,12
12181053,BTC,3,4,3,1,3,3,8,11
12181172,BTS,4,4,2,2,2,1,8,9
12181281,BTC,1,2,1,1,1,2,4,6
12181323,BTC,2,3,3,3,4,3,9,12
12181396,BTC,2,2,3,4,4,3,9,12
12181447,BTC,2,2,4,4,4,4,10,14
12181486,BTB,1,3,1,1,1,3,5,8
12181515,Unknown,NA,2,3,4,4,4,9,13
12181561,BTC,2,1,4,4,4,1,9,10
12181579,BTC,2,2,4,4,4,1,10,11
12181666,BTS,3,3,1,1,3,3,5,8
12181668,BTC,2,4,4,4,4,4,12,16
12181792,BTC,2,4,3,4,3,1,11,12
12181832,BTC,2,2,4,4,3,4,10,14
12181950,BTC,3,1,2,2,2,4,5,9
12181965,BTC,3,1,1,2,2,3,4,7
12181967,BTB,3,1,4,4,4,1,9,10
12181975,BTC,2,3,3,4,3,3,10,13
12182143,BTC,2,2,3,4,4,4,9,13
12182145,BTC,2,3,4,3,3,1,10,11
12182168,BTC,3,3,2,2,2,4,7,11
12182261,BTS,3,1,1,2,2,4,4,8
12182357,BTC,2,4,4,4,4,2,12,14
12182643,BTC,NA,3,3,1,2,NA,7,NA
12182653,BTC,2,3,4,4,4,4,11,15
12182713,BTC,2,2,3,4,4,4,9,13
12182723,BTC,2,2,4,4,4,4,10,14
12182731,BTC,3,3,3,2,2,4,8,12
12182735,BTC,2,3,4,4,4,1,11,12
12182744,BTC,1,2,1,2,2,2,5,7
12182747,BTC,2,4,4,4,3,1,12,13
12182876,BTC,3,3,3,3,3,4,9,13
12182957,BTS,4,3,4,1,2,1,8,9
12182981,BTC,1,2,1,1,1,3,4,7
12183091,BTB,1,3,1,2,1,2,6,8
12183096,BTC,1,3,1,1,1,3,5,8
12183139,BTC,2,3,3,4,3,1,10,11
12183241,BTC,2,4,4,3,3,1,11,12
12183294,Unknown,NA,1,3,4,4,1,8,9
12183323,BTB,1,2,1,2,1,2,5,7
12183350,BTC,2,4,4,4,4,1,12,13
12183495,BTC,1,2,2,2,2,1,6,7
12183541,BTS,1,1,1,1,1,2,3,5
12183623,BTS,2,2,4,4,4,2,10,12
12183648,BTC,2,3,4,4,3,1,11,12
12183696,BTC,2,4,4,3,4,4,11,15
12183967,BTC,2,3,3,4,3,4,10,14
12184059,BTC,1,2,1,1,2,2,4,6
12184074,BTC,3,1,2,3,2,4,6,10
12184236,BTS,1,3,1,1,1,2,5,7
12184306,BTC,3,2,4,1,2,4,7,11
12184420,BTC,2,3,2,2,4,1,7,8
12184477,BTC,2,1,4,3,4,1,8,9
12184522,BTC,1,4,1,1,1,3,6,9
12184562,BTC,3,1,3,3,4,4,7,11
12184629,BTC,3,1,1,1,2,2,3,5
12184735,BTC,2,1,4,3,4,1,8,9
12184753,BTC,2,4,3,4,3,4,11,15
12184754,BTC,1,2,3,3,2,1,8,9
12184789,BTC,2,2,4,4,4,4,10,14
12184835,BTS,4,1,2,2,2,1,5,6
12184840,BTC,2,4,4,4,3,1,12,13
12184885,BTB,1,4,3,2,1,1,9,10
12184910,BTC,1,3,1,1,1,3,5,8
12184920,BTS,2,4,4,4,4,3,12,15
12184926,BTC,2,1,4,3,4,3,8,11
12184940,BTS,2,1,3,4,4,1,8,9
12184986,BTC,1,3,2,2,1,1,7,8
12184997,BTC,1,3,1,1,2,1,5,6
12185027,BTC,1,2,1,2,1,2,5,7
12185031,BTC,3,1,2,3,3,4,6,10
12185115,BTC,2,3,3,3,3,3,9,12
12185172,BTC,3,1,1,1,1,4,3,7
12185295,BTB,1,1,2,3,2,4,6,10
12185350,BTC,2,2,4,4,4,4,10,14
12185355,BTC,1,3,1,1,1,2,5,7
12185422,BTB,3,1,4,4,3,1,9,10
12185525,BTC,2,2,4,3,3,1,9,10
12185529,BTS,4,2,2,2,1,1,6,7
12185625,BTS,3,3,1,1,3,3,5,8
12185698,BTS,NA,2,2,2,1,NA,6,NA
12185713,BTC,2,4,4,2,3,1,10,11
12185730,BTS,1,2,1,1,1,3,4,7
12185735,BTC,2,1,3,4,4,4,8,12
12185806,BTC,2,3,4,4,3,4,11,15
12185902,BTC,3,2,3,3,2,3,8,11
12186037,BTC,2,4,4,4,3,4,12,16
12186088,BTC,3,2,3,3,3,4,8,12
12186105,BTC,1,2,2,3,2,1,7,8
12186244,BTC,NA,1,1,2,2,NA,4,NA
12186368,BTB,1,2,2,3,2,2,7,9
12186381,BTC,2,2,4,4,4,1,10,11
12186424,BTC,1,2,1,2,1,1,5,6
12186425,BTS,2,3,3,4,4,1,10,11
12186491,BTC,3,2,2,2,2,3,6,9
12186535,BTB,1,1,2,2,2,4,5,9
12186559,BTC,NA,1,2,1,1,NA,4,NA
12186609,BTS,2,2,4,3,4,2,9,11
12186690,BTC,3,2,3,1,4,4,6,10
12186755,BTS,2,1,3,4,4,1,8,9
12186798,BTC,2,3,4,4,4,1,11,12
12186852,BTS,1,2,2,1,1,2,5,7
12186866,BTC,2,1,4,4,4,3,9,12
12186871,BTC,2,4,4,3,4,1,11,12
12186926,BTS,4,4,2,1,2,1,7,8
12186937,BTS,4,1,2,2,2,1,5,6
12187100,BTC,2,4,4,4,4,3,12,15
12187127,BTC,1,2,1,1,1,2,4,6
12187164,BTC,2,2,3,3,3,1,8,9
12187191,BTC,3,3,2,3,1,4,8,12
12187385,BTS,2,3,4,4,4,1,11,12
12187484,BTC,2,4,4,2,4,1,10,11
12187485,BTC,3,4,2,1,2,4,7,11
12187497,BTC,3,2,2,3,4,3,7,10
12187513,BTB,2,2,3,4,4,3,9,12
12187524,BTC,2,2,3,4,4,1,9,10
12187534,BTC,1,4,2,3,2,1,9,10
12187596,BTS,2,4,3,4,3,1,11,12
12187792,BTC,1,2,3,2,3,1,7,8
12187842,BTS,2,3,3,4,4,4,10,14
12187899,BTC,2,4,4,4,4,1,12,13
12187911,BTC,2,1,4,4,4,1,9,10
12187945,BTB,2,1,4,4,4,3,9,12
12187992,BTC,2,1,4,3,4,1,8,9
12188072,BTS,2,3,4,4,3,1,11,12
12188095,BTC,2,3,4,4,3,1,11,12
12188157,BTC,2,2,3,4,4,4,9,13
12188201,BTC,1,2,2,2,2,1,6,7
12188220,BTC,1,3,1,2,1,3,6,9
12188230,BTC,2,3,3,4,3,4,10,14
12188236,BTS,3,2,2,3,2,4,7,11
12188237,BTC,3,3,4,1,3,2,8,10
12188298,BTC,3,1,3,3,3,2,7,9
12188430,BTC,1,3,3,2,2,2,8,10
12188448,BTC,2,2,3,4,4,1,9,10
12188465,BTC,3,1,2,4,3,4,7,11
12188588,BTC,2,2,4,4,4,2,10,12
12188609,BTC,3,2,3,2,3,3,7,10
12188621,BTC,2,1,3,4,4,4,8,12
12188647,BTC,3,3,3,1,3,3,7,10
12188736,BTC,NA,2,3,2,1,NA,7,NA
12188739,BTC,1,1,3,2,1,1,6,7
12188742,BTC,2,4,4,4,3,2,12,14
12188795,BTC,3,1,2,2,2,4,5,9
12188803,BTS,2,3,4,3,4,4,10,14
12188943,BTS,4,3,2,1,2,1,6,7
12189015,BTC,2,1,4,4,4,2,9,11
12189068,BTS,1,3,1,2,1,1,6,7
12189108,BTC,2,2,4,4,4,3,10,13
12189129,BTC,3,3,3,3,2,4,9,13
12189216,BTC,2,2,4,4,4,2,10,12
12189274,BTC,3,1,2,1,2,3,4,7
12189350,BTC,2,3,3,4,4,4,10,14
12189440,BTS,1,1,1,1,1,2,3,5
12189462,Unknown,NA,4,1,1,1,2,6,8
12189534,BTS,1,4,2,1,1,1,7,8
12189556,BTB,1,3,2,2,3,3,7,10
12189561,BTC,2,4,4,4,4,1,12,13
12189570,BTS,4,2,2,1,3,1,5,6
12189582,BTC,1,3,1,1,1,1,5,6
12189606,BTC,2,2,3,4,4,1,9,10
12189614,BTC,1,3,1,1,3,1,5,6
12189769,BTS,4,4,2,2,2,1,8,9
12189805,Unknown,NA,1,2,3,2,2,6,8
12189901,BTC,2,3,4,4,4,2,11,13
12189959,BTS,1,3,1,1,1,1,5,6
12190022,BTS,3,4,2,2,3,3,8,11
12190048,BTC,3,2,3,2,4,3,7,10
12190107,BTS,4,1,2,3,2,1,6,7
12190242,BTC,2,4,4,3,4,4,11,15
12190282,BTC,2,1,3,4,4,1,8,9
12190317,BTS,3,4,3,2,2,3,9,12
12190320,BTS,2,4,4,3,3,4,11,15
12190404,BTC,2,3,3,4,4,1,10,11
12190435,BTS,2,3,3,3,3,1,9,10
12190483,BTS,1,4,1,1,1,1,6,7
12190553,BTS,2,4,4,3,3,4,11,15
12190812,Unknown,NA,1,2,3,2,4,6,10
12190842,BTC,1,3,1,1,1,3,5,8
12190885,BTS,1,1,1,1,1,2,3,5
12190932,BTC,2,1,3,4,4,4,8,12
12190961,BTC,2,2,3,4,3,1,9,10
12190975,BTB,1,4,3,3,2,1,10,11
12191025,BTC,2,4,4,4,3,1,12,13
12191084,BTC,1,4,2,1,1,1,7,8
12191102,BTC,2,3,4,4,4,1,11,12
12191145,BTC,2,3,4,4,4,3,11,14
12191167,BTC,1,2,1,2,1,1,5,6
12191282,BTC,2,1,3,4,4,3,8,11
12191345,BTC,1,4,1,1,1,1,6,7
12191388,BTC,2,3,3,4,3,1,10,11
12191393,BTC,1,3,2,2,1,2,7,9
12191501,BTS,1,3,1,1,1,3,5,8
12191571,BTC,3,2,2,3,3,3,7,10
12191598,BTC,3,2,4,3,3,4,9,13
12191675,BTS,1,2,2,1,1,1,5,6
12191676,BTS,2,4,4,4,3,4,12,16
12191686,BTS,4,4,3,2,3,1,9,10
12191688,BTC,2,3,3,4,4,1,10,11
12191761,BTS,3,3,2,3,2,4,8,12
12191835,BTC,3,1,4,4,4,4,9,13
12191848,BTS,4,4,2,3,4,1,9,10
12191860,BTS,3,2,3,3,3,4,8,12
12191879,BTC,2,4,4,4,3,1,12,13
12191906,BTS,2,2,4,4,4,1,10,11
12191933,BTC,2,3,3,4,4,1,10,11
12192076,BTS,1,4,1,1,1,1,6,7
12192136,BTC,1,4,1,2,1,4,7,11
12192187,BTC,2,3,4,4,3,1,11,12
12192341,BTC,2,3,3,4,4,1,10,11
12192474,BTS,4,4,3,2,3,1,9,10
12192496,BTS,1,1,1,1,1,2,3,5
12192521,BTC,NA,1,1,3,1,NA,5,NA
12192582,BTC,2,3,3,4,4,1,10,11
12192616,BTC,3,3,3,2,4,3,8,11
12192668,BTB,2,4,4,4,4,3,12,15
12192706,BTS,4,3,3,1,3,1,7,8
12192767,BTC,3,3,4,2,3,4,9,13
12192872,BTS,3,1,2,3,2,3,6,9
12192997,BTS,2,2,4,4,4,1,10,11
12193035,BTS,2,1,4,4,4,2,9,11
12193050,BTC,2,2,4,4,3,2,10,12
12193054,BTS,4,4,2,1,3,1,7,8
12193075,BTC,3,2,2,3,3,4,7,11
12193167,BTS,1,4,1,1,1,2,6,8
